gbifID	accessRights	bibliographicCitation	language	license	modified	publisher	references	rightsHolder	type	institutionID	collectionID	datasetID	institutionCode	collectionCode	datasetName	ownerInstitutionCode	basisOfRecord	informationWithheld	dataGeneralizations	dynamicProperties	occurrenceID	catalogNumber	recordNumber	recordedBy	recordedByID	individualCount	organismQuantity	organismQuantityType	sex	lifeStage	reproductiveCondition	caste	behavior	vitality	establishmentMeans	degreeOfEstablishment	pathway	georeferenceVerificationStatus	occurrenceStatus	preparations	disposition	associatedMedia	associatedOccurrences	associatedReferences	associatedSequences	associatedTaxa	otherCatalogNumbers	occurrenceRemarks	organismID	organismName	organismScope	associatedOrganisms	previousIdentifications	organismRemarks	materialEntityID	materialEntityRemarks	verbatimLabel	materialSampleID	eventID	parentEventID	eventType	fieldNumber	eventDate	eventTime	startDayOfYear	endDayOfYear	year	month	day	verbatimEventDate	habitat	samplingProtocol	sampleSizeValue	sampleSizeUnit	samplingEffort	fieldNotes	eventRemarks	projectTitle	projectID	fundingAttribution	fundingAttributionID	locationID	higherGeographyID	higherGeography	continent	waterBody	islandGroup	island	country	countryCode	stateProvince	county	municipality	locality	verbatimLocality	minimumElevationInMeters	maximumElevationInMeters	verbatimElevation	verticalDatum	minimumDepthInMeters	maximumDepthInMeters	verbatimDepth	minimumDistanceAboveSurfaceInMeters	maximumDistanceAboveSurfaceInMeters	locationAccordingTo	locationRemarks	decimalLatitude	decimalLongitude	geodeticDatum	coordinateUncertaintyInMeters	coordinatePrecision	pointRadiusSpatialFit	verbatimCoordinates	verbatimLatitude	verbatimLongitude	verbatimCoordinateSystem	verbatimSRS	footprintWKT	footprintSRS	footprintSpatialFit	georeferencedBy	georeferencedDate	georeferenceProtocol	georeferenceSources	georeferenceRemarks	geologicalContextID	earliestEonOrLowestEonothem	latestEonOrHighestEonothem	earliestEraOrLowestErathem	latestEraOrHighestErathem	earliestPeriodOrLowestSystem	latestPeriodOrHighestSystem	earliestEpochOrLowestSeries	latestEpochOrHighestSeries	earliestAgeOrLowestStage	latestAgeOrHighestStage	lowestBiostratigraphicZone	highestBiostratigraphicZone	lithostratigraphicTerms	group	formation	member	bed	identificationID	verbatimIdentification	identificationQualifier	typeStatus	identifiedBy	identifiedByID	dateIdentified	identificationReferences	identificationVerificationStatus	identificationRemarks	taxonID	scientificNameID	acceptedNameUsageID	parentNameUsageID	originalNameUsageID	nameAccordingToID	namePublishedInID	taxonConceptID	scientificName	acceptedNameUsage	parentNameUsage	originalNameUsage	nameAccordingTo	namePublishedIn	namePublishedInYear	higherClassification	kingdom	phylum	class	order	superfamily	family	subfamily	tribe	subtribe	genus	genericName	subgenus	infragenericEpithet	specificEpithet	infraspecificEpithet	cultivarEpithet	taxonRank	verbatimTaxonRank	scientificNameAuthorship	vernacularName	nomenclaturalCode	taxonomicStatus	nomenclaturalStatus	taxonRemarks
1660907973					12/05/2016								IADIZA	COI			PreservedSpecimen				IADIZA:COI:006694	006694		Juan B. Daguerre																																																																	Argentina		Buenos Aires	Partido de Las Flores		Las Flores																																																								7/1/31												Troglodytes aedon								Animalia	Chordata	Aves	Passeriformes		Troglodytidae				Troglodytes				aedon			N/A							
1660907972					24/04/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:006833	006833		Federico Contino																																																																	Argentina		Jujuy	Ledesma		Yuto																																																								5/16/66												Geranospiza caerulescens								Animalia	Chordata	Aves	Accipitriformes		Accipitridae				Geranospiza				caerulescens			N/A							
1660907971					24/04/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:006642	006642		Federico Contino																																																																	Argentina		Jujuy	Ledesma		Yuto																																																								8/16/58												Buteogallus urubitinga								Animalia	Chordata	Aves	Accipitriformes		Accipitridae				Buteogallus				urubitinga			N/A							
1660907970					12/05/2016								IADIZA	COI			PreservedSpecimen				IADIZA:COI:006695	006695		J. Pereyra																																																																	Argentina		Buenos Aires	N/A		Zelaya																																																								11/28/39												Troglodytes aedon								Animalia	Chordata	Aves	Passeriformes		Troglodytidae				Troglodytes				aedon			N/A							
1660907969					23/04/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:006648	006648		Federico Contino																																																																	Argentina		Jujuy	Ledesma		Yuto																																																								7/10/64												Buteo magnirostris								Animalia	Chordata	Aves	Accipitriformes		Accipitridae				Buteo				magnirostris			N/A							
1660907968					19/05/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:006738	006738		Julio Rafael Contreras Roqué																																																																	Argentina		Río Negro	Pilcaniyeu		Las Bayas																																																								11/25/73												Chloephaga picta								Animalia	Chordata	Aves	Anseriformes		Anatidae				Chloephaga				picta			N/A							
1660907967					17/06/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:006854	006854		R.G Spurr																																																																	Argentina		Río Negro	Bariloche		C. BLANCO																																																								2/12/84												Falco sparverius								Animalia	Chordata	Aves	Falconiformes		Falconidae				Falco				sparverius			N/A							
1660907966					02/07/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:006110	006110		Federico Contino																																																																	Argentina		Jujuy	Ledesma		Yuto																																																								6/1/52												Aratinga acuticaudata								Animalia	Chordata	Aves	Psittaciformes		Psittacidae				Aratinga				acuticaudata	subspecies		acuticaudata							
1660907965					24/07/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:006702	006702		M.D. Horno																																																																	Argentina		Mendoza	Luján de Cuyo		Rut.86,Camin.de los Cerrillos																																																								4/20/85												Nothura darwini								Animalia	Chordata	Aves	Tinamiformes		Tinamidae				Nothura				darwini			N/A							
1660907964					05/06/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:006438	006438		Nicolás Roberto																																																																	Paraguay		Ñeebucú	al W de San Juan Bautista		Boca del Tebicuary																																																								7/28/79												Cariama cristata								Animalia	Chordata	Aves	Cariamiformes		Cariamidae				Cariama				cristata			N/A							
1660907963					09/07/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:006792	006792		Elba Alicia Pescetti																																																																	Argentina		Mendoza	Las Heras		Pampa Yalguaraz																																																								2/3/81												Pterocnemia pennata								Animalia	Chordata	Aves	Rheiformes		Rheidae,				Pterocnemia				pennata			N/A							
1660907962					26/05/2016								IADIZA	COI			PreservedSpecimen				IADIZA:COI:006727	006727		Julio Rafael Contreras Roqué																																																																	Argentina		Mendoza	Guaymallén		La Primavera																																																								3/11/80												Troglodytes aedon								Animalia	Chordata	Aves	Passeriformes		Troglodytidae				Troglodytes				aedon			N/A							
1660907961					06/07/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:006171	006171		Andres Oscar Contreras																																																																	Argentina		Salta	Los Molinos		Luracatao Lag. Brealito																																																								1/27/79												Bolborhynchus aymara								Animalia	Chordata	Aves	Psittaciformes		Psittacidae				Bolborhynchus				aymara			N/A							
1660907960					07/07/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:006806	006806		Julio Rafael Contreras Roqué																																																																	Argentina		Mendoza	Santa Rosa		Ñacuñán																																																								3/6/80												Cyanoliseus patagonus								Animalia	Chordata	Aves	Psittaciformes		Psittacidae				Cyanoliseus				patagonus			N/A							
1660907959					30/06/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:006638	006638		Olga Bianchi																																																																	Argentina		Mendoza	Maipú		Dique el Carrizal																																																								10/10/75												Podiceps major								Animalia	Chordata	Aves	Podicipediformes		Podicipedidae				Podiceps				major			N/A							
1660907958					05/06/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:006721	006721		Federico Contino																																																																	Argentina		Jujuy	Ledesma		Yuto																																																								10/28/62												Syrigma sibilatrix								Animalia	Chordata	Aves	Pelecaniformes		Ardeidae				Syrigma				sibilatrix			N/A							
1660907957					26/05/2016								IADIZA	COI			PreservedSpecimen				IADIZA:COI:006287	006287		Ana Fernández																																																																	Argentina		Mendoza	Guaymallén		La Primavera																																																								5/20/79												Troglodytes aedon								Animalia	Chordata	Aves	Passeriformes		Troglodytidae				Troglodytes				aedon			N/A							
1660907956					24/04/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:006660	006660		Federico Contino																																																																	Argentina		Jujuy	Ledesma		Yuto																																																								9/9/56												Buteogallus urubitinga								Animalia	Chordata	Aves	Accipitriformes		Accipitridae				Buteogallus				urubitinga			N/A							
1660907955					23/04/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:006644	006644		Federico Contino																																																																	Argentina		Jujuy	Santa Bárbara		Palma sola																																																								7/2/60												Buteo polyosoma								Animalia	Chordata	Aves	Accipitriformes		Accipitridae				Buteo				polyosoma			N/A							
1660907954					26/05/2016								IADIZA	COI			PreservedSpecimen				IADIZA:COI:006433	006433		Yolanda Ester Davies																																																																	Argentina		Mendoza	San Rafael		Las Paredes																																																								8/12/79												Troglodytes aedon								Animalia	Chordata	Aves	Passeriformes		Troglodytidae				Troglodytes				aedon			N/A							
1660907953					25/06/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:005827	005827		Julio Rafael Contreras Roqué																																																																	Argentina		San Luis	General Roca		Gral. Roca																																																								10/24/79												Spiziapteryx circumcinctus								Animalia	Chordata	Aves	Falconiformes		Falconidae				Spiziapteryx				circumcinctus			N/A							
